Name,Team,Age,Position,Minutes,Total Goals,Total Assists,Yellow cards,Red cards,Shots per game,Pass success percentage,Aerials won per game,Man of the match,Rating,League,Saison,Born,Start Application,Remplacement Application,Total goals,Key passes per game,Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Dribble,Passes per game,Crosses per game,Long balls per game,Through balls per game,Tackles per game,Interceptions per game,Fouls per game,Clearances per game,Dribbled past per game,Outfield blocks per game,Own goals
Romain Del Castillo,Rennes,23,"Midfielder, Forward",1339,0,3,0,0,0.7,0.0,0.0,0,6.52,Ligue1,2018,1995,15,14,0,0.8,1.2,0.7,0.1,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Baptiste Guillaume,Nimes,24,Forward,1189,0,1,0,0,0.7,0.0,0.0,0,6.52,Ligue1,2018,1994,15,9,2,0.4,0.4,0.9,0.1,0.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Paul Lasne,Montpellier,30,Midfielder,1781,0,0,0,0,0.7,0.0,0.0,0,6.51,Ligue1,2018,1988,18,17,2,0.7,0.3,0.7,0.1,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wesley Said,Dijon,24,"Midfielder, Forward",2261,0,1,0,0,1.7,0.0,0.0,0,6.51,Ligue1,2018,1994,25,9,4,0.8,1.3,0.4,0.2,0.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Herve Lybohy,Nimes,35,Defender,1474,0,0,0,0,0.2,0.0,0.0,0,6.51,Ligue1,2018,1983,15,2,2,0.0,0.1,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gaetan Paquiez,Nimes,25,Defender,1326,0,0,0,0,0.2,0.0,0.0,0,6.51,Ligue1,2018,1993,14,6,0,0.5,0.4,0.6,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lamine Koné,Strasbourg,30,Defender,2148,0,1,0,0,0.3,0.0,0.0,0,6.51,Ligue1,2018,1988,23,4,1,0.2,0.3,0.8,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Khaled Adénon,Amiens,33,Defender,1996,0,0,0,0,0.3,0.0,0.0,0,6.51,Ligue1,2018,1985,22,1,0,0.2,0.0,0.9,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Enzo Crivelli,Caen,24,Forward,2273,0,1,0,0,0.6,0.0,0.0,0,6.5,Ligue1,2018,1994,28,5,6,0.5,0.4,1.4,0.2,1.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jérémy Sorbon,Guingamp,35,Defender,2644,0,0,0,0,0.2,0.0,0.0,0,6.5,Ligue1,2018,1983,29,4,1,0.1,0.2,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jaroslav Plasil,Bordeaux,37,Midfielder,1445,0,1,0,0,0.6,0.0,0.0,0,6.5,Ligue1,2018,1981,16,7,0,0.5,0.4,1.1,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Limbombe,Nantes,24,"Midfielder, Forward",1234,0,1,0,0,1.4,0.0,0.0,0,6.49,Ligue1,2018,1994,12,17,1,1.0,0.4,0.9,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lois Diony,Saint-Etienne,26,"Midfielder, Forward",1598,0,1,0,0,1.3,0.0,0.0,0,6.49,Ligue1,2018,1992,19,11,5,0.6,0.5,0.9,0.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Emil Krafth,Amiens,24,Defender,2973,0,1,0,0,0.3,0.0,0.0,0,6.49,Ligue1,2018,1994,33,2,1,0.5,0.2,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Romain Amalfitano,Dijon,29,Midfielder,2530,0,0,0,0,0.6,0.0,0.0,0,6.48,Ligue1,2018,1989,30,2,0,0.5,0.8,0.9,0.0,1.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cheick Traoré,Guingamp,24,Defender,1505,0,0,0,0,0.4,0.0,0.0,0,6.48,Ligue1,2018,1994,16,4,0,0.6,0.8,0.5,0.1,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christophe Kerbrat,Guingamp,32,Defender,2098,0,0,0,0,0.1,0.0,0.0,0,6.47,Ligue1,2018,1986,25,0,0,0.0,0.1,0.9,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Eddy Gnahore,Amiens,25,Midfielder,2244,0,2,0,0,0.9,0.0,0.0,0,6.47,Ligue1,2018,1993,24,10,4,0.9,0.7,0.3,0.1,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jessy Deminguet,Caen,21,Midfielder,1275,0,0,0,0,0.4,0.0,0.0,0,6.46,Ligue1,2018,1997,15,5,0,0.3,0.7,0.7,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thomas Mangani,Angers,32,Midfielder,1598,0,0,0,0,0.7,0.0,0.0,0,6.46,Ligue1,2018,1986,18,11,3,1.1,0.3,0.3,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Malik Tchokounte,Caen,30,Forward,1468,0,2,0,0,0.8,0.0,0.0,0,6.46,Ligue1,2018,1988,16,13,0,0.3,0.5,1.0,0.4,1.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Samuel Moutoussamy,Nantes,22,Midfielder,1652,0,3,0,0,0.9,0.0,0.0,0,6.45,Ligue1,2018,1996,19,9,2,0.8,0.6,0.4,0.1,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saif-Eddine Khaoui,Caen,24,"Midfielder, Forward",1362,0,1,0,0,1.0,0.0,0.0,0,6.44,Ligue1,2018,1994,17,8,3,0.4,1.0,0.4,0.0,0.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Benoit Badiashile Mukinayi,Monaco,18,Defender,1763,0,0,0,0,0.3,0.0,0.0,0,6.44,Ligue1,2018,2000,20,0,1,0.1,0.1,0.3,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Vincent Pajot,Angers,28,Midfielder,721,0,0,0,0,0.9,0.0,0.0,0,6.43,Ligue1,2018,1990,10,3,0,0.3,0.1,0.9,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nolan Roux,Guingamp,31,"Midfielder, Forward",1538,0,0,0,0,1.5,0.0,0.0,0,6.42,Ligue1,2018,1987,17,9,2,0.5,0.3,1.4,0.2,0.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Étienne Didot,Guingamp,35,Midfielder,2106,0,1,0,0,0.8,0.0,0.0,0,6.42,Ligue1,2018,1983,23,8,1,0.5,0.1,0.9,0.1,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mehdi Zeffane,Rennes,27,"Defender, Midfielder",1215,0,0,0,0,0.3,0.0,0.0,0,6.41,Ligue1,2018,1991,14,6,1,0.6,0.2,0.3,0.1,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marcus Coco,Guingamp,23,"Midfielder, Forward",1841,0,2,0,0,0.8,0.0,0.0,0,6.41,Ligue1,2018,1995,21,12,1,0.5,0.6,1.5,0.2,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yannick Cahuzac,Toulouse,34,"Defender, Midfielder",1428,0,0,0,0,0.1,0.0,0.0,0,6.4,Ligue1,2018,1984,15,8,1,0.3,0.0,0.8,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Manu García,Toulouse,32,Midfielder,1850,0,4,0,0,0.6,0.0,0.0,0,6.4,Ligue1,2018,1986,21,10,0,0.7,1.0,1.5,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Manu García,Toulouse,20,Midfielder,1850,0,4,0,0,0.6,0.0,0.0,0,6.4,Ligue1,2018,1998,21,10,0,0.7,1.0,1.5,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Umut Bozok,Nimes,22,Forward,1241,0,3,0,0,1.2,0.0,0.0,0,6.4,Ligue1,2018,1996,14,11,2,0.6,0.5,1.2,0.4,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jeremy Gelin,Rennes,22,"Defender, Midfielder",1270,0,0,0,0,0.3,0.0,0.0,0,6.39,Ligue1,2018,1996,12,10,0,0.2,0.3,0.4,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
James Lea Siliki,Rennes,23,Midfielder,1219,0,3,0,0,0.9,0.0,0.0,0,6.39,Ligue1,2018,1995,14,10,0,0.8,0.5,1.0,0.0,0.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Junior Sambia,Montpellier,22,"Midfielder, Forward",913,0,1,0,0,0.8,0.0,0.0,0,6.39,Ligue1,2018,1996,7,23,0,0.8,1.0,0.8,0.1,0.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kwon Chang-Hoon,Dijon,25,"Midfielder, Forward",936,0,0,0,0,1.1,0.0,0.0,0,6.37,Ligue1,2018,1993,10,9,2,0.7,0.9,0.6,0.2,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Theo Valls,Nimes,23,Midfielder,1772,0,0,0,0,0.7,0.0,0.0,0,6.36,Ligue1,2018,1995,20,11,0,0.6,0.2,0.4,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Thiago Maia,Lille,22,"Defender, Midfielder",1015,0,1,0,0,0.1,0.0,0.0,0,6.36,Ligue1,2018,1996,10,14,0,0.3,0.2,0.6,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
John Bostock,Toulouse,27,"Defender, Midfielder",984,0,0,0,0,0.4,0.0,0.0,0,6.36,Ligue1,2018,1991,10,6,0,0.4,0.1,0.9,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yoel Armougom,Caen,21,Defender,1850,0,1,0,0,0.4,0.0,0.0,0,6.36,Ligue1,2018,1997,20,9,0,0.5,0.4,0.5,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jean-Victor Makengo,Nice,20,"Midfielder, Forward",1025,0,0,0,0,0.5,0.0,0.0,0,6.35,Ligue1,2018,1998,11,14,1,0.5,1.0,0.5,0.0,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Enzo Loiodice,Dijon,18,"Defender, Midfielder",852,0,1,0,0,0.4,0.0,0.0,0,6.35,Ligue1,2018,2000,10,2,0,0.5,0.3,1.6,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cheick Timite,Amiens,21,"Midfielder, Forward",1453,0,1,0,0,1.3,0.0,0.0,0,6.34,Ligue1,2018,1997,15,12,1,0.6,0.7,0.9,0.0,1.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Petar Skuletic,Montpellier,29,Forward,581,0,1,0,0,1.2,0.0,0.0,0,6.33,Ligue1,2018,1989,4,24,1,0.2,0.3,0.3,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ismael Diomande,Caen,26,"Defender, Midfielder",1297,0,1,0,0,0.5,0.0,0.0,0,6.31,Ligue1,2018,1992,14,4,0,0.2,0.4,1.0,0.1,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jordan Ikoko,Guingamp,25,Defender,1707,0,0,0,0,0.2,0.0,0.0,0,6.29,Ligue1,2018,1993,19,1,0,0.5,0.8,1.1,0.1,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mathieu Bodmer,Amiens,36,"Defender, Midfielder",1065,0,0,0,0,0.5,0.0,0.0,0,6.29,Ligue1,2018,1982,10,16,1,0.6,0.2,0.5,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Florent Balmont,Dijon,39,"Defender, Midfielder",1083,0,1,0,0,0.3,0.0,0.0,0,6.28,Ligue1,2018,1979,15,5,0,0.9,0.2,1.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aaron Leya Iseka,Toulouse,21,Forward,1440,0,0,0,0,1.0,0.0,0.0,0,6.25,Ligue1,2018,1997,15,13,4,0.4,0.3,0.5,0.3,0.9,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Moreira,Toulouse,24,"Defender, Midfielder",864,0,0,0,0,0.7,0.0,0.0,0,6.2,Ligue1,2018,1994,10,0,0,0.4,0.5,0.5,0.2,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cristiano Ronaldo,Juventus,33,"Midfielder, Forward",2689,0,8,0,0,5.7,0.0,0.0,0,7.68,SerieA,2018,1985,30,1,21,1.5,1.5,1.6,0.9,1.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alejandro Gómez,Atalanta,31,"Midfielder, Forward",2913,0,11,0,0,3.0,0.0,0.0,0,7.64,SerieA,2018,1987,34,1,7,3.2,2.2,2.7,0.1,2.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Josip Ilicic,Atalanta,31,"Midfielder, Forward",2151,0,7,0,0,3.3,0.0,0.0,0,7.39,SerieA,2018,1987,23,8,12,2.1,2.5,2.5,0.2,2.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Suso,AC Milan,25,"Midfielder, Forward",3031,0,10,0,0,2.7,0.0,0.0,0,7.39,SerieA,2018,1993,35,0,7,2.8,1.9,2.3,0.2,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rodrigo de Paul,Udinese,25,"Midfielder, Forward",3194,0,8,0,0,2.4,0.0,0.0,0,7.37,SerieA,2018,1993,36,0,9,2.7,2.3,2.6,0.0,1.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mario Mandzukic,Juventus,33,"Midfielder, Forward",2020,0,6,0,0,1.2,0.0,0.0,0,7.34,SerieA,2018,1985,23,2,9,1.2,0.2,1.4,0.3,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Duván Zapata,Atalanta,27,Forward,2900,0,7,0,0,3.2,0.0,0.0,0,7.32,SerieA,2018,1991,32,5,23,1.8,1.1,2.2,0.8,2.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Leonardo Pavoletti,Cagliari,30,Forward,2738,0,1,0,0,2.6,0.0,0.0,0,7.32,SerieA,2018,1988,31,1,16,0.8,0.3,1.1,0.7,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stephan El Shaarawy,Roma,26,"Midfielder, Forward",2109,0,3,0,0,2.5,0.0,0.0,0,7.26,SerieA,2018,1992,23,5,11,1.3,1.6,1.3,0.4,0.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fabián Ruiz,Napoli,23,Midfielder,1991,0,4,0,0,1.9,0.0,0.0,0,7.25,SerieA,2018,1995,20,7,5,2.3,1.3,0.8,0.1,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Edin Dzeko,Roma,33,Forward,2576,0,6,0,0,4.0,0.0,0.0,0,7.24,SerieA,2018,1985,28,5,9,1.4,1.0,1.1,0.4,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Armando Izzo,Torino,26,Defender,3274,0,1,0,0,0.7,0.0,0.0,0,7.24,SerieA,2018,1992,37,0,4,0.3,0.2,1.6,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andrea Belotti,Torino,25,Forward,3301,0,3,0,0,3.4,0.0,0.0,0,7.23,SerieA,2018,1993,37,0,15,0.9,1.0,3.0,0.8,2.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dries Mertens,Napoli,31,"Midfielder, Forward",2253,0,11,0,0,2.5,0.0,0.0,0,7.2,SerieA,2018,1987,23,12,16,2.0,0.5,0.8,0.4,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
João Cancelo,Juventus,24,"Defender, Midfielder",1967,0,3,0,0,1.0,0.0,0.0,0,7.2,SerieA,2018,1994,22,3,1,1.4,2.4,1.0,0.0,0.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Krzysztof Piatek,Genoa,23,Forward,1594,0,0,0,0,4.1,0.0,0.0,0,7.2,SerieA,2018,1995,18,1,13,0.8,0.4,1.8,0.6,1.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cristian Ansaldi,Torino,32,"Defender, Midfielder",1816,0,2,0,0,1.6,0.0,0.0,0,7.19,SerieA,2018,1986,23,1,3,1.5,2.2,1.3,0.1,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lorenzo Insigne,Napoli,27,"Midfielder, Forward",2080,0,6,0,0,4.3,0.0,0.0,0,7.16,SerieA,2018,1991,24,4,10,2.3,0.9,0.5,0.6,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Domenico Criscito,Genoa,32,"Defender, Midfielder",3071,0,4,0,0,0.9,0.0,0.0,0,7.15,SerieA,2018,1986,35,0,2,1.4,0.6,1.4,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Alex Sandro,Juventus,27,"Defender, Midfielder",2392,0,2,0,0,0.7,0.0,0.0,0,7.15,SerieA,2018,1991,28,3,1,1.2,0.9,1.6,0.1,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tiemoué Bakayoko,AC Milan,24,"Defender, Midfielder",2301,0,1,0,0,0.8,0.0,0.0,0,7.15,SerieA,2018,1994,26,5,1,0.8,2.0,2.3,0.0,1.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sergej Milinkovic-Savic,Lazio,24,"Midfielder, Forward",2405,0,3,0,0,2.5,0.0,0.0,0,7.15,SerieA,2018,1994,29,2,5,1.5,1.1,1.1,0.4,1.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Allan,Napoli,27,"Defender, Midfielder",2614,0,3,0,0,0.8,0.0,0.0,0,7.13,SerieA,2018,1991,28,5,1,1.0,1.2,1.9,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Allan,Napoli,21,"Defender, Midfielder",2614,0,3,0,0,0.8,0.0,0.0,0,7.13,SerieA,2018,1997,28,5,1,1.0,1.2,1.9,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arkadiusz Milik,Napoli,24,Forward,2398,0,3,0,0,3.2,0.0,0.0,0,7.13,SerieA,2018,1994,27,8,17,1.1,0.2,0.8,0.5,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aleksandar Kolarov,Roma,33,"Defender, Midfielder",2906,0,2,0,0,1.3,0.0,0.0,0,7.12,SerieA,2018,1985,32,1,8,1.8,0.9,1.2,0.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hakan Calhanoglu,AC Milan,25,"Midfielder, Forward",2898,0,6,0,0,2.8,0.0,0.0,0,7.12,SerieA,2018,1993,34,2,3,2.3,0.9,1.1,0.1,1.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Robin Gosens,Atalanta,24,"Defender, Midfielder",1947,0,2,0,0,0.9,0.0,0.0,0,7.11,SerieA,2018,1994,23,5,3,0.6,0.7,1.1,0.3,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Erick Pulgar,Bologna,24,"Defender, Midfielder",2363,0,2,0,0,1.2,0.0,0.0,0,7.11,SerieA,2018,1994,27,1,6,2.1,0.4,1.2,0.0,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Merih Demiral,Sassuolo,20,Defender,1260,0,0,0,0,0.5,0.0,0.0,0,7.11,SerieA,2018,1998,14,0,2,0.1,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lucas Leiva,Lazio,31,"Defender, Midfielder",1988,0,2,0,0,0.6,0.0,0.0,0,7.11,SerieA,2018,1987,22,5,0,1.1,0.4,0.7,0.1,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fabio Quagliarella,Sampdoria,35,Forward,3211,0,8,0,0,3.8,0.0,0.0,0,7.11,SerieA,2018,1983,37,0,26,1.0,0.5,1.6,1.0,1.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kevin Malcuit,Napoli,27,"Defender, Midfielder",1806,0,2,0,0,0.5,0.0,0.0,0,7.11,SerieA,2018,1991,20,4,0,0.9,1.4,0.9,0.1,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Marcelo Brozovic,Inter,26,Midfielder,2657,0,1,0,0,0.8,0.0,0.0,0,7.08,SerieA,2018,1992,31,1,2,1.6,0.7,0.9,0.0,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Paulo Dybala,Juventus,25,"Midfielder, Forward",2137,0,4,0,0,2.2,0.0,0.0,0,7.08,SerieA,2018,1993,24,6,5,1.7,1.7,2.2,0.2,1.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Federico Fazio,Roma,31,Defender,2805,0,0,0,0,0.9,0.0,0.0,0,7.07,SerieA,2018,1987,31,3,5,0.2,0.4,0.4,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Germán Pezzella,Fiorentina,27,Defender,2852,0,1,0,0,0.8,0.0,0.0,0,7.06,SerieA,2018,1991,32,0,2,0.2,0.1,0.8,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kalidou Koulibaly,Napoli,27,Defender,3134,0,2,0,0,0.5,0.0,0.0,0,7.06,SerieA,2018,1991,35,0,2,0.2,0.3,0.5,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ivan Perisic,Inter,30,"Midfielder, Forward",2707,0,3,0,0,2.9,0.0,0.0,0,7.06,SerieA,2018,1988,30,4,8,1.8,0.7,0.3,0.3,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Steven Nzonzi,Roma,30,Midfielder,2619,0,2,0,0,0.7,0.0,0.0,0,7.06,SerieA,2018,1988,29,1,1,0.8,0.4,0.5,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Luis Alberto,Lazio,26,"Midfielder, Forward",2003,0,5,0,0,2.5,0.0,0.0,0,7.05,SerieA,2018,1992,25,2,4,2.9,0.9,0.9,0.1,1.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Christian Kouamé,Genoa,21,"Midfielder, Forward",3072,0,5,0,0,2.3,0.0,0.0,0,7.05,SerieA,2018,1997,33,5,4,1.3,1.1,2.2,0.5,2.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stefano Okaka,Udinese,29,Forward,972,0,1,0,0,1.1,0.0,0.0,0,7.04,SerieA,2018,1989,11,5,6,1.1,1.6,1.8,0.4,2.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
José Callejón,Napoli,31,Midfielder,2652,0,10,0,0,1.8,0.0,0.0,0,7.03,SerieA,2018,1987,29,5,3,2.1,0.4,1.4,0.5,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Joaquín Correa,Lazio,24,"Midfielder, Forward",1919,0,6,0,0,2.1,0.0,0.0,0,7.03,SerieA,2018,1994,18,16,5,1.7,2.1,1.2,0.2,0.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Miralem Pjanic,Juventus,29,Midfielder,2288,0,6,0,0,0.9,0.0,0.0,0,7.03,SerieA,2018,1989,27,4,2,2.3,0.4,0.7,0.0,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
