name,team,rating,position,pace,acceleration,sprint_speed,shooting,positioning,finishing,long_shot,penalties,shot_power,volleys,passing,crossing,curve,freekick_accuracy,longpass,shortpass,vision,dribbling,agility,balance,ball_control,reactions,composure,defending,heading_accuracy,interceptions,marking,stand_tackle,slide_tackle,physicality,aggression,jumping,stamina,strength
Kyle Walker-Peters, Tottenham Hotspur,69,RB,74,77,72,36,60,35,41,32,31,25,60,69,50,31,60,66,48,69,69,81,68,60,66,68,62,64,70,70,69,64,70,74,66,59
Julian Speroni,Crystal Palace,69,GK,40,42,39,14,8,13,12,22,20,12,28,13,15,12,28,38,34,24,46,55,26,66,53,13,11,17,10,12,15,38,21,72,33,43
Carl Jenkinson,Arsenal,69,RB,66,58,73,50,67,41,41,49,72,60,65,71,60,52,64,66,62,67,60,66,68,69,62,69,62,66,69,73,72,68,71,63,64,69
Cameron Carter-Vickers,Swansea City,69,CB,63,61,64,23,27,17,16,38,36,26,49,40,27,30,52,62,41,51,53,60,57,65,60,68,67,66,67,71,67,68,62,72,55,77
Mathias Normann,Brighton and Hove Albion,69,CM,68,71,66,57,66,53,54,52,69,49,66,61,70,46,70,68,70,69,74,77,69,67,68,63,58,68,64,61,57,72,73,78,78,68
Matteo Guendouzi,Arsenal,69,CDM,63,66,60,59,51,56,65,49,69,49,71,67,68,55,75,74,71,66,64,65,66,64,64,65,64,68,62,67,62,66,72,66,68,63
Hamza Choudhury,Leicester City,69,CDM,65,66,65,44,49,35,38,55,69,42,58,43,45,48,60,70,56,62,67,71,62,60,65,71,64,71,73,72,69,70,77,69,67,69
Sam Gallagher,Southampton,69,ST,66,62,69,68,66,68,61,61,76,71,53,63,54,43,48,50,55,64,65,55,61,67,59,44,75,44,38,41,43,71,66,67,66,75
Brahim Diaz,Manchester City,69,LW,74,78,71,65,65,66,63,58,70,44,61,53,62,47,50,71,64,76,81,84,74,61,62,29,30,20,43,23,21,45,41,65,58,38
Tyias Browning,Everton,68,CB,70,68,72,34,41,25,35,43,48,33,47,52,28,17,45,64,27,54,53,55,65,64,52,67,64,64,67,70,66,68,62,67,59,74
Konstantinos Mavropanos,Arsenal,68,CB,56,52,60,33,30,30,26,42,45,30,42,37,32,37,48,47,37,43,55,39,42,57,53,69,66,62,70,74,72,72,65,67,64,79
Hal Robson-Kanu,West Bromwich Albion,68,ST,71,65,76,68,66,68,68,72,69,65,61,68,61,35,57,63,59,68,58,58,68,63,59,35,57,32,31,35,27,73,76,62,69,75
Collin Quaner,Huddersfield Town,68,RM,75,68,81,64,68,66,59,55,68,60,60,65,43,38,59,65,59,65,59,54,64,67,59,28,66,21,21,27,23,72,63,37,72,79
David Button,Brighton and Hove Albion,68,GK,56,60,52,12,12,12,13,11,12,11,33,13,12,15,33,46,41,32,50,45,33,62,61,15,19,24,7,17,11,31,12,58,35,33
Connor Roberts, Swansea City,68,RB,69,72,67,35,53,35,27,41,43,20,57,68,34,18,55,68,42,65,71,70,62,62,44,67,52,69,68,70,67,62,58,61,71,60
Pleguezuelo,Arsenal,68,CB,70,71,70,35,41,32,35,43,38,37,57,53,40,44,59,71,40,68,73,69,70,59,59,68,62,72,65,68,70,65,66,75,61,65
Anders Lindegaard,Burnley,68,GK,50,47,52,20,19,16,19,42,28,13,25,14,11,18,28,19,50,29,53,54,31,61,55,15,14,23,11,15,14,51,32,68,25,69
Beni Baningime,Everton,67,CDM,52,51,53,45,45,34,55,48,61,37,63,51,45,47,66,73,66,65,64,70,62,64,71,65,55,69,66,65,68,59,66,62,56,58
Soufyan Ahannach,Brighton and Hove Albion,67,LM,72,73,71,64,60,67,66,52,60,54,63,64,57,60,55,63,68,72,72,79,74,54,57,38,51,28,35,42,40,55,41,45,59,60
Pontus Dahlberg,Watford,67,GK,28,25,31,11,7,5,19,12,20,9,24,11,10,11,28,28,33,21,24,21,30,63,53,14,11,6,22,13,13,47,30,44,35,61
Achraf Lazaar,Newcastle United,67,LB,65,67,64,57,62,45,68,48,73,51,64,70,67,40,64,68,56,70,72,67,70,65,69,65,57,66,60,70,70,62,67,63,56,62
Xande Silva,West Ham United,67,ST,78,79,77,61,67,62,53,55,67,57,58,57,64,33,45,63,65,73,74,69,72,65,67,27,54,24,25,23,22,61,55,65,59,63
Jason Steele,Brighton and Hove Albion,67,GK,35,34,36,15,13,15,12,24,18,12,37,11,19,15,45,53,40,26,36,44,36,60,52,15,28,11,10,18,14,45,39,56,29,55
Sam Field,West Bromwich Albion,67,CM,60,65,56,54,55,52,44,54,68,47,65,52,51,47,75,76,61,64,59,68,67,62,71,58,63,57,57,58,61,62,67,58,75,54
Sullay Kaikai,Crystal Palace,67,LM,79,79,79,63,57,62,64,68,65,59,62,64,63,70,56,62,63,73,81,74,71,56,56,28,41,32,28,23,22,50,32,56,54,54
Reece Oxford, West Ham United,67,CB,69,66,72,33,34,22,37,48,49,36,53,34,44,36,58,64,53,59,62,53,61,65,59,66,64,65,66,67,65,69,68,66,65,72
Ben Hamer,Huddersfield Town,67,GK,45,45,45,20,13,20,18,22,23,14,24,11,13,12,30,25,38,27,50,56,23,63,51,15,11,23,15,12,12,50,34,54,35,64
Brendan Galloway,Everton,67,LB,74,71,77,38,43,30,40,44,51,32,57,54,36,34,55,69,49,58,72,63,68,63,60,65,61,60,64,70,70,65,62,64,65,67
Conor Townsend,West Bromwich Albion,67,LB,68,67,68,45,56,44,45,52,45,41,62,67,64,61,57,61,61,64,69,74,63,64,59,65,55,65,66,68,64,67,49,69,75,69
Anders Dreyer,Brighton and Hove Albion,66,RM,75,78,73,65,67,63,67,63,70,59,58,48,61,59,57,62,63,71,86,86,68,66,64,36,45,29,39,36,35,59,48,76,71,55
Pedro Chirivella,Liverpool,66,CM,65,63,66,46,53,40,40,49,62,40,64,52,55,48,61,74,66,66,74,65,67,64,72,57,55,68,43,61,66,69,78,52,74,64
Claudio Gomes,Manchester City,66,CDM,73,76,71,56,43,56,58,54,63,39,61,49,59,51,64,68,61,63,76,69,62,65,60,65,60,62,65,68,66,63,69,56,62,62
Joel Asoro,Swansea City,66,ST,88,90,87,61,62,63,55,60,65,54,52,41,51,39,47,60,57,71,75,78,66,59,52,21,56,18,14,17,20,54,36,56,58,58
Angel Gomes,Manchester United,66,CAM,72,75,69,61,58,61,58,70,61,57,64,61,65,68,65,64,63,70,83,90,68,56,66,26,49,23,30,19,20,36,36,55,47,29
Tyrone Mears,West Bromwich Albion,66,RB,65,66,65,50,60,41,55,46,63,53,65,69,70,68,65,65,59,64,66,68,64,64,66,64,55,64,67,65,65,68,70,57,64,70
Joe Rodon,Swansea City,66,CB,53,51,55,29,23,23,24,40,43,34,43,34,25,32,38,61,31,53,47,57,55,63,50,65,58,70,63,65,66,67,59,70,57,74
Matt Grimes,Swansea City,66,CM,59,57,61,56,50,52,59,56,66,49,70,68,62,71,68,74,67,67,77,76,71,60,65,46,35,49,42,53,46,58,53,64,72,53
Jonathan Leko,West Bromwich Albion,66,RW,89,88,89,63,61,64,56,78,66,50,50,48,53,34,41,56,53,73,78,73,68,57,55,24,64,16,22,17,23,59,30,65,63,67
Sam Hughes,Leicester City,65,CB,54,52,56,33,45,29,27,45,42,32,38,38,35,34,33,40,38,45,50,56,44,64,56,64,68,62,64,65,62,67,69,71,50,74
Adam Legzdins,Burnley,65,GK,32,35,30,15,15,13,12,17,20,18,26,17,17,17,25,20,49,23,47,45,17,62,60,13,19,16,11,11,11,52,37,62,31,67
Tosin Adarabioyo,West Bromwich Albion,65,CB,52,50,54,29,28,30,22,35,31,25,43,30,26,22,49,59,32,52,58,52,62,54,70,65,65,58,68,67,64,68,52,70,68,75
Tom Edwards,Stoke City,65,RB,76,78,74,41,49,40,44,45,40,32,58,63,49,43,55,62,53,62,72,66,61,64,60,60,55,59,61,60,64,71,65,81,68,73
Callum Gribbin,Manchester United,65,CAM,69,70,68,58,62,54,62,56,65,44,65,62,64,72,63,66,64,67,62,66,67,60,58,35,54,42,22,35,40,59,50,54,65,60
Ethan Ampadu,Chelsea,65,CB,60,62,58,30,29,23,22,33,52,25,54,27,34,27,64,70,59,58,56,68,58,61,60,65,59,62,66,67,64,63,56,74,60,67
Callum Elder,Leicester City,65,LB,74,73,75,34,55,29,32,36,40,32,56,58,54,29,59,61,50,62,58,65,62,58,45,62,62,61,60,63,63,67,56,72,77,65
Gedion Zelalem,Arsenal,65,CM,60,65,56,50,55,49,45,56,51,55,66,51,65,54,71,73,70,66,65,73,70,59,65,44,49,38,41,48,49,55,40,53,60,58
Ethan Hamilton,Manchester United,65,CM,57,60,55,62,59,58,68,51,70,52,63,57,54,50,64,69,63,62,62,60,65,61,54,57,64,59,57,54,53,68,70,61,66,68
Jakob Haugaard,Stoke City,65,GK,43,44,42,13,12,10,11,18,22,12,25,13,15,14,30,30,31,21,38,36,20,64,32,20,15,24,28,13,11,51,25,60,33,69
Tahith Chong,Manchester United,65,RW,77,78,77,59,66,61,62,44,53,59,63,66,67,60,58,62,65,65,76,56,61,53,60,42,50,38,41,44,42,65,65,64,63,66
Kyle Edwards,West Bromwich Albion,65,LM,75,76,74,55,57,54,50,55,64,48,59,57,60,48,59,62,60,71,79,78,69,58,68,37,45,35,29,41,40,53,50,66,66,46
Luke Amos,Tottenham Hotspur,65,CM,62,59,64,50,48,44,62,45,57,36,65,57,54,48,67,70,70,62,67,71,62,60,63,60,44,57,62,66,61,65,66,65,72,62
Jonathan Bond,West Bromwich Albion,64,GK,47,54,42,15,13,13,15,17,21,14,29,11,14,13,35,33,43,23,56,55,19,61,61,16,13,23,14,14,17,52,37,71,38,64
Edward Nketiah,Arsenal,64,ST,84,87,82,62,65,66,59,57,60,56,47,33,43,38,46,54,52,66,76,72,62,66,60,20,51,16,14,19,15,54,43,73,54,56
Tyrese Campbell,Stoke City,64,ST,78,79,78,62,62,62,61,73,62,54,53,48,54,54,42,58,56,60,69,67,60,61,58,33,62,28,31,31,24,68,58,74,63,74
Tashan Oakley-Boothe ,Tottenham Hotspur,64,CM,65,63,67,41,56,39,36,52,44,34,63,48,56,55,70,72,60,60,53,51,65,55,65,59,45,61,60,64,55,61,59,59,65,60
Ro-Shaun Williams,Manchester United,64,CB,73,72,74,33,29,27,30,49,43,37,47,32,35,36,55,58,43,52,58,59,50,52,51,63,63,56,63,68,66,60,66,65,39,68
Sean Longstaff,Newcastle United,64,CM,61,58,64,61,60,59,66,54,64,56,62,48,55,56,65,70,63,60,48,66,64,60,62,53,47,53,52,55,54,54,39,57,66,54
Regan Poole,Manchester United,64,CB,67,70,65,31,44,28,32,37,32,25,51,34,40,30,62,64,47,59,69,70,61,57,55,61,60,57,61,64,61,70,65,78,71,70
Freddie Woodman,Newcastle United,64,GK,45,43,47,17,12,16,14,20,24,16,25,14,15,13,26,26,37,24,38,37,22,61,54,19,20,28,10,21,20,39,32,48,30,46
Oliver Skipp,Tottenham Hotspur,64,CDM,65,66,65,42,42,38,38,54,55,35,59,52,48,42,64,70,50,59,57,61,63,60,46,59,51,61,58,64,55,65,67,61,74,61
Abdelhamid Sabiri,Huddersfield Town,63,CAM,72,71,72,56,57,58,56,53,55,41,54,54,72,64,50,53,54,73,77,63,71,63,64,36,68,28,28,37,39,62,44,70,65,67
Rekeem Harper,West Bromwich Albion,63,CM,59,61,58,48,59,36,50,56,67,48,61,46,42,44,70,69,63,60,58,67,65,55,55,56,54,51,58,56,63,66,64,71,67,65
Lasse Sorensen,Stoke City,63,CDM,64,63,65,50,47,48,45,56,61,42,62,55,49,45,66,70,59,59,60,57,59,59,56,61,62,58,57,64,64,57,63,61,54,56
Emile Smith Rowe,Arsenal,63,LW,79,78,79,62,53,61,60,64,69,55,58,60,67,58,49,59,59,66,73,68,67,53,54,32,36,24,37,30,31,47,39,47,61,44
Yan Dhanda,Swansea City,63,CAM,69,68,70,60,46,62,59,61,60,53,62,54,62,58,62,65,64,67,78,80,61,54,54,43,34,25,45,53,54,46,50,73,53,38
Cohen Bramall,Arsenal,63,LB,88,88,88,45,53,36,58,34,55,37,56,58,48,44,58,60,50,64,74,67,62,55,52,56,45,59,56,57,59,59,59,64,64,56
Victor Fernandez,Newcastle United,63,LM,73,77,70,60,57,60,59,63,63,52,56,62,59,52,44,58,58,69,72,83,68,53,60,29,38,23,27,31,29,43,30,52,42,47
Joshua Bohui,Manchester United,63,ST,77,75,78,60,64,62,59,64,59,48,50,45,48,42,35,58,57,64,71,73,65,59,57,22,51,21,20,16,16,64,66,66,62,64
Dwight McNeil ,Burnley,63,LM,73,74,72,57,59,59,56,58,54,57,58,63,62,59,52,56,60,66,71,79,63,58,58,33,57,27,25,36,35,60,44,68,66,62
Jack Rose,Southampton,63,GK,42,41,43,17,10,14,18,29,24,15,24,15,11,19,23,29,31,23,32,35,20,59,49,15,15,15,11,18,19,37,25,54,29,45
Aaron Connolly,Brighton and Hove Albion,62,ST,66,62,69,61,63,66,52,57,58,57,39,33,32,31,29,45,47,59,62,68,61,65,49,20,59,16,12,18,15,55,50,72,52,57
Moses Makasi,West Ham United,62,CM,71,70,72,53,55,52,48,49,60,46,57,50,49,43,58,65,57,62,61,60,63,63,50,57,57,55,56,60,54,71,68,58,79,70
Cameron Humphreys-Grant,Manchester City,62,CB,66,65,66,32,50,24,33,40,44,26,48,48,33,35,51,55,39,50,63,63,50,56,46,60,60,54,61,65,58,67,56,76,65,71
Martell Taylor-Crossdale,Chelsea,62,ST,69,65,72,63,46,63,60,69,70,60,51,42,56,37,41,56,60,65,60,60,64,61,56,25,51,16,28,21,17,56,40,55,50,66
Gregor Zabret,Swansea City,62,GK,45,48,42,15,11,11,17,22,22,15,18,13,11,11,29,23,11,20,35,52,18,53,38,11,12,13,8,10,13,47,31,57,33,59
Aaron Ramsdale,Bournemouth,62,GK,35,33,36,20,5,14,19,28,35,18,24,15,16,29,19,21,44,31,45,52,26,50,44,14,25,12,14,11,19,44,35,58,35,51
Eric Garcia,Manchester City,62,CB,56,56,56,34,31,30,25,44,51,31,48,35,51,31,54,58,41,55,56,57,59,62,57,62,60,60,62,63,61,59,62,66,49,62
Nathan Holland,West Ham United,62,LM,83,85,82,51,59,47,56,41,56,45,54,54,51,55,50,55,57,66,76,78,62,59,55,26,30,26,31,21,19,46,43,56,58,40
Rhian Brewster,Liverpool,62,ST,77,78,76,60,64,66,55,55,54,51,50,50,41,50,48,50,54,62,76,77,59,60,58,19,55,12,14,17,17,53,40,68,57,55
Fraser Hornby,Everton,62,ST,56,58,54,61,60,65,55,54,62,50,48,35,53,40,44,54,52,62,55,62,60,58,58,23,61,16,19,21,19,62,50,63,56,69
Ollie Shenton,Stoke City,62,CM,63,66,61,53,54,52,47,60,62,49,62,59,58,49,62,66,64,66,63,69,68,60,70,52,49,44,56,54,55,63,52,69,61,67
Viktor Gyokeres,Brighton and Hove Albion,62,ST,69,68,70,60,65,62,60,49,59,53,50,53,63,33,40,55,48,63,62,58,60,47,57,22,58,18,20,17,16,61,43,58,62,68
Dan Agyei,Burnley,62,ST,75,75,75,57,61,56,53,59,64,49,48,39,55,33,40,55,54,60,66,60,59,56,65,29,59,25,29,23,25,67,60,68,60,74
Daniel James,Swansea City,62,LW,81,83,79,56,52,58,40,55,71,50,57,62,53,44,48,61,54,67,76,78,60,44,49,27,44,21,23,27,31,54,39,53,60,58
Anthony Georgiou,Tottenham Hotspur,62,LM,71,69,72,45,54,46,42,45,45,44,59,69,56,50,51,58,61,65,66,68,64,55,54,54,44,56,49,60,53,52,44,45,61,52
Layton Ndukwu,Leicester City,62,RM,73,76,70,57,56,58,62,40,57,45,54,59,47,51,41,58,55,67,71,71,67,45,58,28,39,21,29,28,31,55,45,42,64,56
Jon Gorenc-Stankovic,Huddersfield Town,62,CB,45,47,44,40,46,39,30,40,53,32,52,28,44,29,56,66,58,54,52,49,57,59,52,61,62,57,59,64,61,64,61,58,58,69
Grady Diangana,West Ham United,62,RM,80,83,78,46,54,44,45,50,50,48,54,56,52,49,49,55,57,68,79,75,66,49,55,27,37,27,25,26,23,56,48,59,64,55
Michael Obafemi,Southampton,62,ST,71,76,67,60,65,62,56,62,60,44,48,39,50,41,42,55,49,60,74,89,58,60,55,23,64,13,18,23,15,46,38,63,36,52
Morgan Feeney,Everton,62,CB,46,46,46,32,31,30,21,45,45,29,33,35,33,30,29,34,35,38,35,49,42,57,58,64,60,63,64,65,65,64,70,66,54,67
Kazaiah Sterling,Tottenham Hotspur,61,ST,76,77,75,64,64,67,63,55,61,61,41,36,53,58,30,43,42,60,70,73,59,57,48,23,46,15,32,13,19,51,42,64,48,54
Alfie Whiteman,Tottenham Hotspur,61,GK,31,34,28,10,4,9,9,11,17,8,25,14,12,10,25,27,39,20,31,41,23,44,42,15,14,12,21,13,14,39,25,65,26,48
Josh Knight,Leicester City,61,CB,50,46,53,32,41,25,30,41,47,33,38,28,40,37,39,47,32,40,43,58,41,57,48,60,60,58,61,62,59,65,69,63,56,68
Christoph Klarer,Southampton,61,CB,57,52,61,33,32,29,29,47,42,35,34,28,29,33,32,41,31,36,40,51,43,57,45,61,61,62,60,62,60,61,54,67,47,71
Luke Bolton,Manchester City,61,RM,80,82,78,50,58,50,46,56,56,32,57,62,61,39,51,59,55,61,75,69,62,52,52,55,51,59,59,55,43,60,65,61,54,61
Rayhaan Tulloch,West Bromwich Albion,61,ST,66,66,66,59,61,62,58,55,58,43,46,38,45,34,41,53,51,56,58,70,63,56,50,22,62,20,17,17,19,57,55,67,51,60
Curtis Jones,Liverpool,61,CM,63,64,63,56,55,56,55,50,60,53,60,54,54,47,61,64,64,66,73,71,65,58,62,47,50,44,47,49,47,55,65,57,53,51
Matt Butcher,Bournemouth,61,CM,52,50,54,49,53,49,47,47,54,36,57,48,37,30,63,64,62,61,55,55,66,52,50,54,53,55,51,57,55,63,55,70,59,68
Jack Simpson,Bournemouth,61,CB,44,44,44,33,29,30,26,45,43,37,37,37,29,36,36,40,33,41,50,59,39,52,52,62,66,61,60,64,63,60,52,70,49,68
Yan Valery,Southampton,61,RB,72,76,68,34,57,32,37,41,30,34,42,54,43,41,30,41,40,61,53,67,57,56,49,63,52,59,62,69,64,58,62,52,63,55
Billy Gilmour,Chelsea,61,CM,61,66,56,49,55,48,50,49,48,59,65,56,58,54,70,69,66,65,75,82,62,51,64,45,50,46,41,45,47,42,54,60,50,32
Rafael Camacho,Liverpool,61,CAM,68,69,68,56,55,58,52,55,57,50,57,58,56,47,55,59,58,64,65,75,64,56,63,42,48,39,42,44,38,44,43,50,41,46
Arijanet Muric,Manchester City,61,GK,45,44,46,15,11,12,14,18,21,16,29,13,18,11,37,32,40,23,38,40,22,51,51,13,10,18,12,12,13,49,24,62,29,68
Nathaniel Phillips,Liverpool,61,CB,52,52,52,29,25,23,21,45,45,30,43,30,29,35,45,56,39,38,42,57,40,56,55,60,62,58,58,62,59,65,60,64,59,70
Callum Roberts,Newcastle United,61,RM,71,74,68,60,54,60,63,59,61,58,57,57,60,60,48,59,58,64,59,78,61,61,50,28,44,22,30,25,22,40,40,51,51,33
Ben White,Brighton and Hove Albion,61,CB,64,62,65,25,22,22,25,24,35,21,48,36,26,20,64,59,42,42,44,46,44,51,52,59,57,57,62,60,57,66,67,69,60,69
Harry Charsley,Everton,61,LM,56,56,56,50,56,49,44,56,53,58,63,54,63,48,68,68,63,64,61,69,67,59,61,55,58,48,54,58,59,46,49,54,50,41
Jamie Sterry,Newcastle United,61,RB,69,70,68,36,58,32,35,47,37,36,51,60,50,40,46,52,45,60,65,70,57,59,49,60,55,60,55,64,63,66,78,63,53,67
Shayon Harrison,Tottenham Hotspur,61,ST,74,75,73,58,61,62,50,63,57,47,46,45,42,27,41,51,47,62,73,70,59,59,52,21,57,14,21,16,12,60,49,65,63,62
Kyle Howkins,West Bromwich Albion,61,CB,66,65,67,28,27,26,25,35,33,30,40,27,26,27,47,53,31,49,62,63,51,53,49,58,60,58,56,60,55,74,54,70,69,84
Daniel Gyollai,Stoke City,61,GK,45,45,45,19,16,19,17,27,20,19,24,16,12,17,21,30,26,22,31,50,20,57,36,20,19,27,18,19,12,45,25,62,29,60
Harry Souttar,Stoke City,61,CB,40,40,40,28,26,25,26,40,33,23,41,24,26,31,53,55,30,53,58,30,60,50,50,60,58,59,58,62,61,65,49,73,58,74
Demeaco Duhaney,Huddersfield Town,61,RB,74,70,78,33,50,27,25,32,51,37,48,56,47,30,44,51,43,59,72,66,59,54,46,57,50,56,56,59,61,64,56,65,67,65
Joseph Willock,Arsenal,61,CM,71,68,74,44,58,36,46,47,58,42,58,44,51,46,62,64,64,63,70,72,62,54,60,53,41,56,54,55,51,61,55,55,63,62
Mihai Dobre,Bournemouth,61,RM,76,77,76,47,56,46,43,48,54,33,50,55,44,40,45,52,50,66,78,74,62,57,67,37,40,38,33,40,36,59,59,60,68,55
Cian Harries,Swansea City,61,CB,56,53,59,26,23,17,29,41,38,42,55,52,58,40,58,59,51,56,52,56,61,61,64,61,60,61,60,62,59,61,50,70,62,63
Ben Rowthorn,Southampton,60,CM,59,55,63,46,55,38,43,53,64,41,58,43,43,45,64,70,56,59,55,53,58,55,53,48,63,44,40,49,60,62,67,56,64,59
Dan N'Lundulu,Southampton,60,ST,70,73,68,58,56,59,58,72,58,44,46,37,44,34,37,50,57,57,58,65,57,62,50,21,64,20,16,16,14,56,33,63,59,62
Domingos Quina,Watford,60,CM,69,74,65,54,55,50,60,48,58,48,58,54,58,50,58,60,62,69,77,83,67,58,59,37,34,42,31,42,36,48,53,51,61,40
Shayne Lavery,Everton,60,ST,72,73,72,59,62,60,58,67,58,43,46,41,54,37,39,49,49,61,77,77,61,56,52,22,60,16,19,17,16,46,31,66,51,47
Zech Medley,Arsenal,60,CB,51,54,49,30,32,25,27,43,41,35,38,34,34,29,37,43,37,40,49,57,41,56,50,63,55,60,61,70,63,59,48,70,58,63
Bobby Adekanye,Liverpool,60,RW,74,75,73,56,52,58,48,52,63,55,52,54,49,44,46,56,49,64,68,74,64,50,55,30,49,21,25,35,30,57,45,53,55,64
Benjamin Garre,Manchester City,60,LW,72,74,70,55,53,58,43,58,59,53,53,62,50,59,45,51,52,65,77,75,61,50,48,32,50,25,29,33,29,48,35,50,60,46
Joy Mukena,Watford,60,CB,56,61,52,29,33,21,30,41,42,31,33,30,31,33,30,39,30,38,50,73,38,49,51,65,54,62,63,72,62,56,49,71,60,56
George Byers,Swansea City,60,CM,64,62,65,47,46,43,42,53,58,45,54,11,59,56,66,70,56,62,58,69,63,58,60,46,41,40,43,51,53,58,40,57,62,64
Darnell Johnson,Leicester City,60,RB,62,64,61,35,45,29,31,33,49,33,48,54,35,29,42,56,41,57,59,58,57,50,55,61,58,59,62,62,60,66,69,67,61,68
Callum Slattery,Southampton,60,CAM,52,48,56,54,55,55,59,42,52,42,57,40,44,63,55,65,62,60,56,56,63,43,52,43,45,36,40,50,46,64,51,49,62,71
Brandon Cooper,Swansea City,60,CB,52,55,49,33,33,29,27,48,41,37,36,30,35,28,30,41,38,35,45,59,35,49,46,62,63,55,60,67,66,57,56,63,49,60
Tyreke Johnson,Southampton,60,RM,78,76,79,54,53,58,42,63,55,54,55,60,57,49,49,55,54,62,67,74,62,45,50,28,42,22,28,28,29,42,34,49,53,38
Josh Tymon,Stoke City,60,LWB,67,66,68,36,39,27,45,40,48,28,50,56,47,29,46,57,41,62,67,74,61,53,57,57,41,59,57,61,60,59,59,58,62,58
Nathan Ferguson,West Bromwich Albion,60,CB,58,55,61,32,28,29,30,45,41,30,37,35,30,33,33,43,36,38,47,66,37,51,46,63,57,62,63,64,65,57,50,68,55,59
Aaron Lewis,Swansea City,59,LB,67,65,69,37,52,36,37,43,36,34,41,55,40,34,29,38,44,54,51,55,45,54,48,60,49,54,61,66,59,69,57,62,76,71
Joao Virginia,Everton,59,GK,50,50,50,12,8,8,9,12,25,9,19,14,11,13,16,16,35,16,30,33,15,39,41,9,10,6,9,10,11,39,24,40,16,57
Kyle Taylor,Bournemouth,59,CAM,66,69,63,51,45,50,47,50,61,52,59,56,62,53,59,61,59,62,65,70,61,58,62,37,49,26,33,43,45,49,43,57,48,51
Ben Wilmot,Watford,59,CB,51,50,51,29,29,16,32,31,57,28,37,23,28,28,53,41,36,27,43,51,32,57,50,58,59,57,62,57,54,66,67,73,54,71
George McEachran,Chelsea,59,CAM,62,64,60,41,53,40,32,50,47,46,62,55,58,53,61,66,64,61,73,74,61,50,63,45,40,35,38,56,54,44,49,48,54,36
Matty Daly,Huddersfield Town,59,CM,56,61,52,54,58,56,49,58,55,52,60,55,61,57,62,64,58,61,61,67,60,59,66,48,50,39,39,59,57,48,46,54,48,48
Kornelius Hansen,Southampton,59,CAM,58,60,57,53,50,52,45,57,63,49,56,54,58,48,56,60,54,65,55,65,70,54,64,34,41,30,24,42,43,50,45,50,44,55
Nnamdi Ofoborh,Bournemouth,59,CDM,61,60,61,43,41,36,40,55,58,43,52,42,47,43,54,57,54,56,57,59,56,57,43,59,57,57,59,61,58,63,63,61,61,64
Matthew Virtue-Thick,Liverpool,59,CDM,69,70,68,48,38,42,47,56,63,40,55,45,41,42,63,64,50,59,77,80,57,58,55,55,49,52,49,62,61,56,67,69,56,50
Nya Kirby,Crystal Palace,59,CAM,71,72,71,42,47,43,40,49,42,34,56,41,41,46,61,69,51,64,81,86,63,44,54,36,34,24,39,41,39,52,42,56,63,50
Michael Folivi,Watford,59,ST,67,68,66,59,63,64,52,62,59,36,39,25,48,26,24,54,41,61,68,66,59,50,62,23,47,11,31,17,21,52,33,69,58,54
Corey Jordan,Bournemouth,59,CB,50,47,53,28,35,22,22,49,41,31,36,33,33,34,34,42,33,43,53,60,50,51,52,58,54,57,56,60,59,63,64,69,49,68
Kamil Grabara,Liverpool,59,GK,39,40,38,15,5,13,14,17,21,13,25,18,17,19,19,31,30,23,38,41,15,56,50,13,12,14,5,19,13,40,26,52,29,50
Courtney Baker-Richardson,Swansea City,59,ST,65,61,69,58,61,64,42,61,63,47,37,22,31,23,21,51,43,49,51,60,53,53,54,19,58,16,10,17,14,55,34,59,56,63
Nathan Trott,West Ham United,59,GK,36,40,33,10,14,8,7,12,18,7,23,12,13,11,19,25,37,28,38,42,30,44,44,12,12,10,15,10,11,34,25,61,22,40
Scott High,Huddersfield Town,58,CM,56,61,51,53,55,54,46,63,55,49,60,57,61,50,61,63,61,62,58,61,64,57,63,40,48,29,29,52,55,39,50,57,32,37
Micah Obiero,Huddersfield Town,58,ST,57,60,55,55,60,56,55,65,54,41,50,43,47,43,42,55,57,57,58,69,56,61,55,23,63,22,15,20,20,45,30,63,50,47
Tyler Cordner,Bournemouth,58,CB,51,53,50,31,32,26,25,43,43,35,35,33,32,37,31,40,31,39,51,64,41,51,51,59,60,56,59,62,58,63,50,72,62,67
Giovanni McGregor,Crystal Palace,58,CM,68,67,69,40,32,35,37,49,55,36,57,40,42,44,62,66,59,56,64,61,59,61,48,51,52,51,45,56,57,60,55,61,58,62
Marc Guehi,Chelsea,58,CB,59,58,60,30,28,24,21,34,49,32,38,33,29,32,41,48,27,40,53,58,40,47,40,59,56,57,60,60,59,59,55,65,56,61
Jaidon Anthony,Bournemouth,58,ST,74,75,73,57,55,58,50,62,59,55,44,40,51,34,40,49,45,59,67,75,56,54,54,21,53,21,15,17,17,51,32,63,66,50
James Tilley,Brighton and Hove Albion,58,CAM,68,70,66,57,52,57,59,51,60,48,54,57,64,66,45,55,52,63,76,83,60,43,54,16,32,19,12,15,13,43,36,34,59,38
Ben Barclay,Brighton and Hove Albion,58,CB,51,46,55,27,20,19,31,22,42,27,33,18,25,23,40,47,24,45,51,52,56,42,46,56,63,56,57,55,52,58,64,66,31,68
Jordi Osei-Tutu,Arsenal,58,RB,76,74,78,36,49,37,35,42,33,29,43,49,43,34,30,46,44,52,55,65,52,58,48,53,44,56,52,54,56,62,58,62,65,63
